user_id,full_name,version,insurance_company
5d5fe091-414d-445c-b213-3b77469599f4,Katti Scud,4.6.4,KAISER FOUNDATION HOSPITALS
5378b8ba-4e14-4afe-ac69-03dbd972d08d,Aleece Fardo,3.4.1,REMEDYREPACK INC.
693ad0ce-d2e5-427c-a664-1d5de07764db,Yasmeen Jiras,6.5.8,Syntrion GmbH
34f6e888-275e-499a-9af7-6148049e2c3d,Lothaire Ditchburn,7.2.8,Laboratoires dermo Cosmetik Inc
235118cf-e30b-4aa6-b451-d89d1145887a,Yuri Titchen,6.7,Qualitest Pharmaceuticals
26b444c9-708f-4a78-9757-d9edc676bc80,Gardner Shrimplin,4.2.0,Conopco Inc. d/b/a Unilever
367ab0b3-5e09-46db-bd00-d6ed8246c64f,Inness Wanderschek,2.78,HyGenesis
5c417bbf-3467-44e3-b620-1968885862a8,Teresita Bowne,0.9.6,HOMEOLAB USA INC.
7c3ff9f6-3463-4ac1-8c82-b5f899673adc,Marianne Maidlow,0.43,Conopco Inc. d/b/a Unilever
fa9a1ab5-a883-4d02-a0b4-dd44863a8f60,Vevay Raybould,5.86,Apotheca Company
f753a2f5-d7fc-4490-9942-79352936c357,Dania Bruckshaw,4.4.1,Aidarex Pharmaceuticals LLC
c554069e-fe96-4662-afcd-267cbb76e1f4,Brittany Doorey,7.0,Sun Pharma Global FZE
304c8bb7-2ea5-4180-9404-eb6ee8a543e9,Corenda Oxtiby,0.8.9,American Health Packaging
ff4234b7-749f-43ac-bcb2-6d61bff576c3,Lemuel Grumley,0.60,"Vi-Jon, Inc"
98509676-1e5b-4497-8a05-465c2b97826e,Phillie Farnie,4.47,"Blenheim Pharmacal, Inc."
67569e45-2e34-4430-bd96-8eb5ba911364,Hannah Hearthfield,0.2.9,"NSE Products, Inc."
64e73eb3-b160-4ffa-ac9a-c8b85839df07,Stormy Christophersen,5.1,CVS Pharmacy
e52b65dc-264c-45e9-9d8b-dd396a5066ab,Ivie Vasler,0.5.5,NeoStrata Company Inc.
85cc3bdf-fc11-448f-9a3f-795a5a3aaaff,Julianne Wisedale,0.80,Contract Pharmacy Services-PA
003365a2-0361-4f67-9ac1-59fd1033ea7e,Lemar Maciak,2.68,Apotex Corp
e0e35bdd-5a6b-4c14-8352-76c70cf93ddf,Candy Philippet,9.5.3,NARS Cosmetics
ec58032f-cf80-43dc-8555-49f6ba354910,Raina Betz,5.86,"CIMA Laboratories, Inc."
35ea1d3b-dd76-4f32-b3f0-dec936334ae7,Krissy Wase,0.92,"Carlsbad Technology, Inc."
ff25c437-ac71-440a-97c0-575d5117e0da,Patrizius Bowell,4.71,Bryant Ranch Prepack
ee3b2bdb-3809-4fa0-822e-2950dd8ff1dc,Ann-marie Cansdell,0.11,"Ipsen Biopharmaceuticals, Inc."
95f0f2f3-1614-486a-af36-e1e59adac2d2,Duky Stockle,4.41,State of Florida DOH Central Pharmacy
6553e93e-ed74-41dc-a4e0-e226b0c7d9b2,Lonee Mundle,0.24,"Antigen Laboratories, Inc."
d45d756d-8063-4f20-b618-b56abd1d0e02,Amelie Kwiek,9.1.1,A-S Medication Solutions LLC
bf89dfdb-ba09-4e35-a0ab-6a92e7bd03ee,Gizela Kenwin,9.7,"Avion Pharmaceuticals, LLC"
57db9cb3-125b-4b80-91b3-17b7ccc72514,Patrizia Sieb,6.3,McKesson Packaging Services Business Unit of McKesson Corporation
678c1c7a-c65a-4caa-9802-921afb1fe7b3,Ag Olivas,9.7,Pharmacia and Upjohn Company
96ef455a-27bf-4a44-b02d-ddb6b7e9da5e,Brear Cargen,1.1.2,Skin Authority LLC
e950b92a-f2c4-4609-90ed-a711cf21a6fd,Silva Cantua,0.44,Teva Pharmaceuticals USA Inc
06c41746-8237-4c81-9fd3-b4b466792720,Lek Storrs,8.2.2,"Harmon Stores, Inc"
297eab89-e066-4726-a734-853617d117ab,Robinetta Wheadon,0.8.9,Family Dollar
6eeba470-7d33-4975-ab27-e97c1074838f,Costanza Bernollet,1.6,"Aphena Pharma Solutions - Tennessee, LLC"
badb6b09-8389-4ca2-a156-bf1260e13638,Linda McPhilip,5.68,"Deseret Biologicals, Inc."
dfc96f52-4260-4002-b970-22858960507a,Homerus Krojn,0.59,"UPC Medical Supplies, Inc."
893d8e89-6744-4a59-a3e4-a0d8afd99b3c,Nomi Checcuzzi,6.7.4,"Nelco Laboratories, Inc."
3a3f0cf4-a9cb-4c2a-aea6-be579a20cf4f,Rosetta Dericut,6.4,Natural Health Supply
d7d51936-429f-430d-8c5d-f081b53aa557,Latrina Sandon,0.9.6,Stat Rx USA
cca975c0-8cff-434c-9e56-1a0bfc92ff69,Reinold Kislingbury,1.1.4,"Apotheca, Inc."
cc4034c4-7cac-40d7-bc9e-637d8a0e2d55,Ramona Chess,0.7.7,Unit Dose Services
1d98765e-af10-43d8-8426-6d4d568134a8,Brice Endon,0.3.2,STAT Rx USA LLC
6b6c1968-abb9-4bfa-9052-be9b052da434,Dorry Necolds,1.98,CVS
8f6b1976-a8d9-4609-bf8c-db3f1a44c720,Shantee Yesenev,0.55,Energizer Personal Care LLC
cbb940d8-c485-4da8-b192-60e795f3bf63,Tarrance Dick,6.43,Tri-Coastal Design Company Inc.
ef52d6c0-61e5-4c86-be96-5fd64f6f542b,Cornelia Toomer,0.1.5,AbbVie Inc.
d70e08da-9313-4079-801c-98a661ace1e1,Natalina Caulder,0.13,DENTSPLY Pharmaceutical
40a62ae0-b232-42c4-a26b-626b38490bb5,Ediva Mack,2.76,Pure Source Inc.
be05498b-fe4e-44c5-9377-c892ea9d40f6,Evanne Trass,0.44,Walgreen Company
d9ed1aae-af2b-4a82-a83e-ec57a3ecaf3e,Merissa Arniz,0.6.8,Amerisource Bergen
e79d6ea5-56f6-4532-9794-a07a778053f5,Bogey Burnall,9.6,"Braintree Laboratories, Inc."
dc8dca6c-fea5-4aeb-829f-67874241e1ea,Teodorico Linskey,6.9.6,HHS/Program Support Center/Supply Service Center
ad3e377e-7e1b-4789-acf9-a892c32f0ad1,Maynord Bramham,0.50,SHISEIDO AMERICA INC.
8009a1df-b254-4f6e-9ff2-48552bd3fc15,Melony Brounfield,9.04,"Physicians Total Care, Inc."
e8afb6c6-8b92-43c4-9b28-403241116398,Marcellus Huxstep,0.60,Novartis Consumer Health
7a5952a8-8428-4998-af7f-f6484c6f9a20,Issi Konzel,6.24,AMOREPACIFIC
1552ce85-2439-40e4-91c9-ae8d3869618c,Sidney Rycraft,9.08,"Liddell Laboratories, Inc."
d939027a-ec57-4510-8a9b-8a29ef330366,Diannne Orrin,4.1,"Eon Labs, Inc."
6e6b2d19-138b-42f0-9c79-92a8144468fd,Rafi Griffey,7.8.8,"Certus Medical, Inc."
accf7668-b7c8-4a79-bd14-ba5fbb501704,Dmitri Low,5.8.8,GlaxoSmithKline LLC
4f726393-0bba-4d8f-8bd0-38611af4fa87,Francene McCourt,0.2.9,Meijer Distribution Inc
71cafa3c-1e85-4b8b-9816-500b77176ea5,Sidney Moules,5.0,Tarte Inc
c4c44f0c-e1a1-4c94-886a-e7f9275697e5,Delly Mowat,5.01,Sandoz Inc
8776b0af-441d-49a9-bc05-41820eed76b0,Star Bromwich,0.7.1,"Dental Technologies, Inc."
df1efe61-7a26-45ad-aca5-1b3b9945aa01,Rudd Vigurs,1.7,"Humphreys Pharmacal, Incorporated"
31bd9127-c9cc-4645-8a31-372008a8979b,Lucille O'Hone,2.2,REMEDYREPACK INC.
d42745d8-7f62-48d4-b741-67a4d709efdd,Duff Chasmer,0.26,"TONYMOLY CO., LTD."
f83e7922-edf3-403d-a674-ea006bb8e015,Rycca Goady,0.3.4,"Triad Isotopes, Inc."
2144709c-e37c-45ad-835c-ad0c6699c4aa,Lorrin Wittey,9.3,Apotheca Company
56ca3747-71c0-4647-8ccb-ab4f3e8fc144,Chucho Tuckey,0.3.8,"AvKARE, Inc."
4a818e5a-5372-4d52-9b6e-4ff9499ec8f6,Horace Tipperton,6.70,REMEDYREPACK INC.
b4778290-e922-4f14-bc61-f0a5c1dd99d5,Ofelia Cottie,0.35,"ALK-Abello, Inc."
b5ae8a5a-5a01-4b38-95a9-6b50335d5478,Leroi Nancarrow,0.5.5,Natural Health Supply
735b9983-b541-49e0-b6e8-24264d4682d1,Sella Melloy,7.2,"LG Household and Healthcare, Inc."
287306f2-2235-4346-a032-178a6ac39573,Ellery Malthouse,0.76,"Silarx Pharmaceuticals, Inc"
dbb1d26f-706b-457a-a04e-b85329a939da,Pamelina Heasley,8.7.2,REMEDYREPACK INC.
45329e36-3664-44a7-9c08-e3a7d6a38e22,Thebault Roycroft,5.41,Meijer Distribution Inc
52748c3e-3f16-4a87-b401-035d3e9ad17a,Dulcy Budnik,3.2,L Perrigo Company
9303101b-4cd6-431e-9bb9-ce4c0f32a924,Carolee Lipscombe,3.99,Neutrogena Corporation
455aced7-506b-4e78-abe2-6c4ce85c44a7,Nathaniel Hearne,0.7.9,"Lessors, Incorporated"
cd5a7f32-b5a4-4257-b2e2-989f2f920d5a,Lannie Logg,9.3,"Mallinckrodt, Inc"
99d8a1c8-e547-46a0-aeee-6aa736cbc8db,Sollie Mucci,0.95,"McNeil Consumer Healthcare Div McNeil-PPC, Inc"
2690eb31-fd75-4083-a3f8-514f3d4587a0,Sydney Ganderton,0.14,ERBAVIVA INC.
8695fce4-8259-43f7-a571-70743a96a087,Ely Knox,3.56,State of Florida DOH Central Pharmacy
d7d76ad5-53eb-48bc-b12c-e22341199cfe,Vern Lowmass,0.2.9,Akorn Inc.
7cb4a083-a72c-458d-a35d-153653f698b9,Amitie Kytley,8.2,Baxter Healthcare Corporation
5577c2fd-aae9-4ee2-aa45-89178d8f6529,Rorie Larman,0.83,LVMH Fragrance Brands
81e3aa34-4a87-4715-bf2b-2d7281d16e12,Genna Deuss,6.9,"SHISEIDO CO., LTD."
01cca3a1-686b-470f-802c-5d3481b28154,Izaak Grey,0.94,Haemonetics Corporation
267e3aa4-9939-42b6-b339-ada12c7ae70e,Sophi Izakof,0.25,"ALK-Abello, Inc."
3c6ffee0-f256-44ea-b927-e19bc23ccc77,Modesty Rogers,1.0.2,REMEDYREPACK INC.
d4f46d4d-a19d-4bcc-98d0-980bb753d82d,Amalie Rives,0.5.4,SHISEIDO AMERICA INC.
bebe1a3f-51f4-467b-b39e-5d453a863bee,Penny Sperrett,0.16,STAT Rx USA LLC
8b000e1f-af47-4f7a-9f9e-0b1d9d41f4b3,Alameda Metterick,3.4.6,"Preferred Pharmaceuticals, Inc."
8287c798-ba0c-43fe-8505-58b8e55bb866,Amandie Hockey,3.8,Chemco Corporation
d7fbb37e-3390-4fcd-9bff-60aea0ea0906,Timmy Hamblin,0.76,"Cispharma, Inc"
cf8a81a4-a8e6-4601-88ae-b40aecf3e5b9,Gus Hoggin,6.55,"Antigen Laboratories, Inc."
7368b689-51d7-4eab-8e36-9b991ba5862b,Walther Athersmith,0.84,"MSD Consumer Care, Inc."
c006e6c9-37af-4fbd-889e-87c0fcf56f95,Dorri Merioth,0.99,Torrent Pharmaceuticals Limited
586091d4-1ae4-4d74-b723-24632677dcd7,Andrew Fewtrell,2.47,"NANDA CO., LTD."
343e9969-590d-4f18-b225-f85fd3e64c22,Deidre Wilfling,2.7.2,Wockhardt Limited
3f791ad8-407a-479c-a4cf-2461ced9cb37,Maddy Drage,0.7.8,Jubilant HollisterStier LLC
b7db91dc-6998-4ca8-862e-e59741d8e954,Cammie Sumbler,8.57,GREENBRIER INTERNATIONAL
f88c77f3-45aa-4fc7-b88f-9d95e06cb46f,Decca Coenraets,1.24,"PD-Rx Pharmaceuticals, Inc."
e35f65f1-e848-45c2-9dc8-b70a7f791bc7,Ketty McTrustey,7.7.6,Jubilant Cadista Pharmaceuticals Inc
25530f89-31ab-4356-9a4e-93e6a72b888b,Kaylil Winterborne,1.61,L. Perrigo Company
4fdec32e-d72a-4308-85f8-cc359aff26da,Daniela Venditti,0.6.5,"Physicians Total Care, Inc."
65eab88f-3d4e-4a0d-874c-ac47f9e96ccf,Gerri Rogister,0.9.8,Unit Dose Services
4dd37f19-f6c8-440d-9f8f-304d983eda8a,Shannen Domange,0.75,Pharmacia and Upjohn Company
d6a466cd-7447-48ed-9523-bb15da067fbe,Robenia MacAllister,7.5.3,Walgreen Company
e6b9209a-6717-4c19-81b0-56e608c6eb9d,Brit Nottingam,1.8,"Nelco Laboratories, Inc."
9eb1f3b2-2725-4b92-984a-f8ba8692bd40,Emmy Milksop,7.29,WALGREEN COMPANY
fd9f9264-60bc-45ec-8337-d2d9e63d687d,Townie Kummerlowe,0.7.4,McNeil Consumer Pharmaceuticals Co.
1df1e66c-8482-4adc-b526-f422fc5b759d,Iolanthe Iacovides,0.6.5,REMEDYREPACK INC.
ec6c2e07-9289-4821-bdfe-e23c8e5b009b,Lizzie Calladine,5.6,Kroger Company
5707bc25-df9e-4964-b98d-80e572559b5a,Moyna Atyeo,0.3.8,Deaconess Home Services dba Deaconess Home Medical Equipment & Infusion
e06e2ce8-463a-4133-a676-54b4c6609592,Angil Bracci,9.1.3,"ALK-Abello, Inc."
ec0c8c26-c716-4d5e-92b8-e9a2b76349ae,Nat O'Donoghue,9.3,KAISER FOUNDATION HOSPITALS
2f43a335-4d96-4ca9-97f6-de7f1e064f6a,Lorry Carrodus,0.6.2,"Matheson Tri-Gas, Inc."
6f29edc9-2d23-4e59-a61f-118de5c45b12,Muffin Bucham,1.6,Sandoz Inc.
ccfd17eb-db47-4861-804d-f5776f588aeb,Davy Celli,0.8.3,"Reckitt Benckiser, Inc."
ded15164-d9b3-40d8-b051-6f6f1141c5a9,Skylar Fluck,8.3.5,Unit Dose Services
72c1e44f-d4fb-4330-a0de-7b63e7035160,Tabby Esherwood,9.78,"MedVantx, Inc."
efd3a4fa-3128-4352-be1d-3d9cb933ba2c,Candida di Rocca,6.4.0,Teva Pharmaceuticals USA Inc
b8c8c237-3299-43d1-96a2-089e77c97218,Cariotta Wadhams,0.1.1,REMEDYREPACK INC.
10fe9173-08e4-4c7d-9293-9bd9f96fa21b,Amabel Veighey,0.2.1,Merck Sharp & Dohme Corp.
25dd9189-375b-4aa7-bbb6-db3619a3cda1,Alexei McDaid,6.9.4,"Antigen Laboratories, Inc."
fe8a5174-783b-4b19-bebe-8ae7a45c802d,Georgina Critchell,3.67,Mylan Institutional Inc.
856eea19-b735-4f32-8209-1a25b4aee8ee,Myra Thurske,1.2,Bryant Ranch Prepack
83f6ea45-5af7-4839-95ce-e6e3254ec0cd,Elsa Deakin,0.2.4,State of Florida DOH Central Pharmacy
7655bc44-fa07-4737-ac45-ef3b7c4c2a89,Tyrone Tubb,1.47,Rugby Laboratories Inc
895c25eb-67b9-445b-aba9-569128c6ce42,Margo Clack,6.2.5,Cryo Weld Corporation
1c6276f7-5b76-4ad0-87f7-fef205ef2164,Daven McAllister,8.1,"Physicians Total Care, Inc."
d3ceaf0d-074f-49b2-bba7-0408522ce104,Stesha Swinglehurst,0.3.6,Natures Way Holding Co.
28e7fb00-3f1b-4f23-8494-13c043736d31,Coreen Witherow,4.6,"Blenheim Pharmacal, Inc."
68e690d6-d3b7-4097-a1da-9b4426c0965a,Hermann Popping,5.6.5,NARS COSMETICS
741d293d-472d-4edb-83ce-3ce56605157e,Stacia Mongin,7.9,"Deseret Biologicals, Inc."
508d5dac-e253-479b-a58a-7678a0576623,Lorita Robatham,3.7,American Health Packaging
dd086c19-37cf-4ba0-bcf7-99c5cf6b78e2,Rebekah Nizard,0.5.3,"Preferred Pharmaceuticals, Inc."
56b0f3ba-7ae2-4e03-a2e8-b61fadf05cf9,Wynny Lilleyman,2.63,AmerisourceBergen
0fd34188-338b-4cd2-8b1f-71d5760e23e2,Pat Eteen,1.2.3,Cardinal Health
57b1307e-0657-4d73-b86b-4ec3e36a7977,Sumner Wateridge,7.8,Unit Dose Services
502c62a0-b698-45ba-bf5d-4b916a37b228,Malinda Quigg,0.3.2,"NATURE REPUBLIC CO., LTD."
51a930fd-821d-4f46-8713-700e27d47baf,Danika Coogan,0.6.9,REMEDYREPACK INC.
d272d0de-2ef4-448e-9efc-f7bc9ddf9bb4,Jessamyn Bramhill,4.2,Mylan Pharmaceuticals Inc.
d79d55ab-58e1-4fb9-8494-14cabc110182,Barnabas Tellwright,4.3.8,Apotex Corp
135bb77f-3e33-4100-9564-95dc6746d508,Karisa Sullly,9.1.8,State of Florida DOH Central Pharmacy
4c47c707-4c09-4069-bd39-80ed8c2479e5,Ricca Battram,5.56,L Perrigo Company
26e6740b-e1f4-424e-9d9d-0fe88176ed3e,Lay Knowlton,0.8.6,"Blu Pharmaceuticals, LLC"
70eec02f-9602-4e7a-8ebf-e400674698ac,Carr Luggar,8.94,"MSD Consumer Care, Inc."
1e81349f-3cb2-44ff-8001-00e98f7b5d2e,Vanny Grellis,9.4,"NCS HealthCare of KY, Inc dba Vangard Labs"
6a764bc2-3dd4-4ea6-a9ef-8b03d72abc38,Nicki Minerdo,0.9.4,Aurobindo Pharma Limited
844ab93a-b84e-4032-9f87-91db7e494b25,Aveline Danev,6.3.0,Amerisource Bergen
ce353421-bfa0-46fa-b93e-e50698f4276c,Lianne Eakly,0.28,Sandoz Inc
1f2e30a3-7a0d-432e-940f-4c2fc0006b46,Diane Wolfendale,7.0,"GM Pharmaceuticals, Inc."
1ad6152e-13ad-4df9-8a63-139e102ea765,Warde Vakhrushev,0.41,Merck Sharp & Dohme Corp.
467b48f6-4d21-453b-9d00-0973e1bfdc11,Jessi Oty,0.58,L. Perrigo Company
7b905cf2-5009-46d2-be03-d7729d02208d,Gates Lockyear,5.4,"Dispensing Solutions, Inc."
096fb057-7e13-460e-8435-a638308caf82,Gale Currao,4.3,THE KROGER COMPANY
3be44962-3a64-4710-bd7b-2fd43e995221,Joby Stubbes,5.8.3,Cardinal Health
1fc24b18-b4e3-4bc7-bfff-18cf648b83b4,Philomena Paslow,0.9.5,"Aphena Pharma Solutions - Tennessee, LLC"
3071110b-a2b3-414e-8798-40f22044798a,Linet Oherlihy,1.9,CLINIQUE LABORATORIES INC
a42a7cd7-c641-4f8d-99dc-cb5d1b67f068,Collie Ksandra,0.79,"Physicians Total Care, Inc."
3cc39274-4dcf-4f9d-b1dc-881195bba9ad,Christian Lemonby,7.40,LUPIN PHARMA
1a6c3f40-c69b-48e3-8b44-2f8308034b94,Onida Lanon,8.61,West-ward Pharmaceutical Corp
7faba1c9-0b5f-4950-b0bc-fdd857cac301,Cinda Robottom,8.6.0,Weiler Welding Company
d8828f47-9730-40be-9610-2ba135a80387,Gustave Jaine,0.9.3,Virtus Pharmaceuticals LLC
194572ae-6b22-4739-8f1a-4b81a3bd5b04,Brok Anslow,0.4.8,Teva Pharmaceuticals USA Inc
08bd3c46-596f-4fa0-af65-ee1e3eaa6979,Shandee Normanton,0.77,REMEDYREPACK INC.
01d0109b-0b09-490c-9806-e40c2a210623,Roxanna Curreen,9.0.9,West-ward Pharmaceutical Corp.
9f91e943-f766-404e-98b6-372dd69c7839,Carmen Andreassen,0.60,"Nelco Laboratories, Inc."
e2c7732e-9565-4919-b20b-9be92184e089,Leonidas Blaza,3.7.4,Cadey S.r.l.
68c041eb-c420-4a5d-9223-2a857f24fcb1,Faulkner Blachford,0.61,"Newton Laboratories, Inc."
80c87886-9a30-42e2-bf25-6656a2616c39,Davidson Bampton,8.38,LABORATOIRES M&L
a4666ecf-83da-415a-ac8c-976603036874,Collie Kryska,0.8.8,Walgreen Company
aa557b2a-bdc3-49a7-a3d5-2e96b8b4446f,Patricia Ochterlony,0.5.1,Mylan Institutional Inc.
32518be9-8c3b-498c-8fbc-b265c18afc11,Beatriz Tumbridge,0.2.9,Cardinal Health
d1d52537-aa2f-4245-b2e9-4e07eb7436e3,Norbie Haveline,2.1.1,philosophy
c3174c96-7c45-4873-8c4a-be6446c34635,Sallyanne Maestro,0.5.8,"Taro Pharmaceuticals U.S.A., Inc."
c2fe3c27-f6ae-4747-b89e-844ba1aec0fb,Wheeler Antonov,0.94,Sunmark
f09d0464-01f1-4743-876c-f4cfa93975ac,Tanney Scahill,0.97,"Glenmark Generics Inc., USA"
d93aee2b-1d02-42f0-b33b-9914660fcfdf,Kakalina Cancott,2.2.2,Kosan Kozmetik Sanayi ve Ticaret A.S.
77f3432e-daf3-4237-be5d-12c8d5fc5e06,Fulton Garrat,1.3.4,NorMed
86bb32c4-7e67-47aa-8b9b-4cfad4d420d4,Carly Craigheid,4.4,"Ascend Laboratories, LLC"
cd0d82c2-0444-4069-adba-3ba2f020c58b,Maddie Panas,0.4.8,Natural Health Supply
8f2edb5a-8f13-49a0-8e8e-742544dfac53,Bruno Crampin,0.75,"WG Critical Care, LLC"
f20bf627-cb5e-4a37-b2a3-fc673580ba71,Vinnie Stolworthy,0.42,Aidarex Pharmaceuticals LLC
47fac8fa-b10f-45de-95fb-f62c4618c547,Jillene Squibbes,2.25,West-Ward Pharmaceutical Corp
ad38849b-4d3e-41c5-9672-0decea1c5d4d,Birch Josifovic,6.80,Zydus Pharmaceuticals (USA) Inc.
b7871f62-6122-4e56-9209-e41752be5c0f,Christi Willatt,5.46,American Health Packaging
82599ff5-f136-46f5-970c-aa67550742e5,Arty Buttler,9.2.5,"Antigen Laboratories, Inc."
597b969f-8668-430e-8f72-b0e8dd32a4b5,Carley Bachellier,7.06,"Actavis Pharma, Inc."
86976abc-3073-433d-a274-06c56c148bd4,Elvin Sirett,5.1,Widepipe Corp
626bf60b-bd06-4969-8d1f-2823ecd93eb8,Mahmud Abrehart,1.6.7,Sanofi-Aventis U.S. LLC
87bc22d2-7e50-4a4d-9321-5e7557ea0ed7,Lisbeth Benini,0.94,"Ajou Medics Co., Ltd"
5bb4fc05-7ba2-4fc5-a8f9-9425f17ff2ef,Carline Palay,0.9.3,Medox Healthcare
a2e61da9-edaa-4eba-8e60-756f906a1f69,Hussein Hibbart,0.8.5,"Hospira, Inc."
c4a67ac6-0722-48ea-bbc7-90f19e87a480,Wanids Markey,7.5,China Ningbo Shangge Cosmetic Technology Corp.
de11de2d-cc47-4da8-97c7-cf7c0b026b72,Colin Paulsen,7.9,Bryant Ranch Prepack
c2d0387b-1391-4e81-8d4b-8bab86489fa3,Myra Bein,5.01,Guna spa
14818195-dc89-4aea-b7da-4b4f1c3da94a,Bryana Hardwich,0.4.0,"SHISEIDO CO., LTD."
d8e4d71b-4ede-471d-b526-cc19cf93ff3d,Eugenius O'Regan,0.54,"Nelco Laboratories, Inc."
9e061b92-ba22-4745-9c7d-c40fdd7f3760,Deirdre Jeffers,6.5,"ALK-Abello, Inc."
80a52943-df9b-40bb-b60f-bb8ff86ca3de,Gilemette Gartsyde,4.38,CHANEL PARFUMS BEAUTE
b4e4273b-4a99-4b09-a53e-717a712c885a,Braden Wermerling,0.9.2,STAT Rx USA LLC
19e9a83f-a0b4-45cf-9f66-8119726c9e03,Wain Cruickshanks,8.6,"NCS HealthCare of KY, Inc dba Vangard Labs"
2d07274b-3f6b-439c-ac73-d1e880fcad7f,Baird Biasi,4.4.1,CVS Pharmacy
36432722-b149-4ce1-99b2-ea138db53948,Michail Pedlar,0.89,Mylan Pharmaceuticals Inc.
09074745-5ad3-4ea1-b798-96f7c653d9db,Ephrem Mountfort,1.9.6,Rebel Distributors Corp
6fd08cf1-571f-4fcf-bf93-1da14330adfc,Jorge Prantl,7.59,Oceanside Pharmaceuticals
2467fd25-3db8-4a12-a2a2-f26efd7f3fe1,Elset Totman,2.0.2,"Nelco Laboratories, Inc."
dda19fee-3497-495c-a2bf-581f9eb8e6cc,Rodolph Brookton,0.9.4,REMEDYREPACK INC.
08cce3ee-f71f-4c56-a9dc-38b5e302e770,Mahmoud Iliff,1.4.4,Pfizer Laboratories Div Pfizer Inc
8db4c223-d0c5-4559-a62e-30a943935c42,Sofie Donaghy,4.37,Cardinal Health
13e9b4ae-2da4-4d85-9682-634dbe39f6b0,Cleon Garnsworth,0.6.8,Sandoz Inc
0749c40b-0616-4688-83e3-4995c4fb5439,Cullen Shugg,0.76,Mission Hills S.A de C.V
58cc9fa1-4973-40bb-92e4-2f7e286d83a9,Jamaal Ludwikiewicz,1.54,"Antigen Laboratories, Inc."
efedb1da-059f-483b-896f-04997cbf6713,Willow Kilgrew,3.34,"AAA Pharmaceutical, Inc."
b6ab3fa0-795b-4bc4-813c-9b6dada5c67a,Gypsy Clash,3.5,"Natural Creations, Inc."
d1094ade-d8ca-46d7-bcd8-b4e1db2a6d05,Thurstan Shapcote,1.0,REMEDYREPACK INC.
78ca354e-174e-46f4-b8c2-f7a754ad3185,Munmro Kerkham,0.18,DZA BRANDS LLC
987ace42-32b1-4c5e-813f-3c38465a70bb,Robbin Wotton,7.71,QUALITY CHOICE (Chain Drug Marketing Association)
1674d9a5-5b96-4735-a96e-7eb0d320fcae,Franky McCarter,4.3,Belvedere International Inc.
e99bca24-69cc-4bac-9e88-66582cb6cebc,Krystal Kippins,5.0,Unit Dose Services
36ffaa38-5605-42e6-a014-d22e697fd051,Tarra Dufore,0.46,"Preferred Pharmaceuticals, Inc"
29e3e52b-799d-4f40-a7e9-7fd425500778,Courtney Cawthera,0.6.2,"Newton Laboratories, Inc."
839747f1-5d0a-4fe5-aa2d-479cf6efac8b,Moses Fountaine,8.6.2,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC
70bff4e6-1995-442c-943d-5eb7736d27b2,Cathee Breckin,2.4,MEGASOL COSMETIC GMBH
b396cc19-5e01-4eb7-80c0-77e18b2c9b03,Christiano Haston,9.4.7,Apotex Corp
06e278a3-995c-4cc8-aef1-540bfd794687,Ole Grocutt,3.4,TOPCO ASSOCIATES LLC
fefea9eb-97ac-4aae-886d-e7221750b8d9,Odelinda McWilliams,4.42,Jubilant HollisterStier LLC
17b503f0-3f32-4d6c-85ae-3c7007030a0d,Locke Pooly,0.73,"ALK-Abello, Inc."
4ee90c45-d98b-4311-bee5-563e77c42eca,Reinaldo Beavors,0.4.1,"Warner Chilcott (US), LLC"
87714af8-fdf7-4c21-b046-d168fe936567,Tamra Balaisot,8.74,Greenstone LLC
b703e24d-6cdd-416c-a0b2-0d9b352328b5,Web Tunney,5.5.5,Lake Erie Medical DBA Quality Care Products LLC
02c56d09-6be2-4871-9970-eb9c6c0c5194,Vivianna Dabell,8.80,"X-GEN Pharmaceuticals, Inc."
262fa6e0-f924-425e-9724-99a85134a166,Eberhard Gindghill,3.1.8,"AMI Cosmetic Co.,Ltd."
5b5f57a0-e6fe-470f-b8b2-37b71d8380f6,Silvana Grigor,0.4.5,REMEDYREPACK INC.
8648b935-c80a-46e9-a024-a75bee676159,Angelina Millan,0.34,Ventura International LTD
29eaa47d-73c2-466e-ba8d-c6cc39f7fa08,Nani Wrintmore,0.3.8,HOMEOLAB USA INC
acbe34ca-6358-4e5d-86e1-2a07b6924336,Edita Neasham,2.1.2,Carilion Materials Management
c0f1ee40-7eb5-408e-b880-0b0fb6c564fd,Sigfrid Pierton,4.59,McKesson Contract Packaging
cdcebc1c-c873-43de-9eb7-c201aaddc769,Wilie Addionizio,0.63,Uriel Pharmacy Inc.
5de2755a-0014-46d6-9787-aac84624f2a7,Datha Rappaport,4.74,Rite Aid Corporation
08a4a651-8046-4a09-9df6-59444e4d921d,Lauralee Burlingham,0.6.5,McKesson
a0f6405d-cdfe-46de-adb4-617a8b739cba,Carlee Antalffy,0.14,CVS Pharmacy
4d83bc76-6835-4853-aaf7-4fb9280dde38,Rhona Wailes,7.1.1,"American Regent, Inc."
cf8cacfb-25c4-4959-a612-0c97bfa6e24e,Nicola Du Hamel,9.77,Nex Medical S.A.S. di Villa Annamaria & C.
061fbb4e-9e70-480d-aa35-7735008da74e,Eran Schankel,1.67,"QLT Ophthalmics, Inc."
